,budget,company,country,director,genre,gross,name,rating,released,star,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,overview,tagline,title,genres_edited,spoken_languages_edited,production_countries_edited,keywords_edited,year_released,budget_norm
2039,3500000,Other,USA,Other,Drama,5354039,Margin Call,R,21.09.2012 00:00,Zachary Quinto,J.C. Chandor,2011,1,0.529725429,50,FALSE,50839,tt1615147,Margin Call,A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,Be first. Be smarter. Or cheat.,Margin Call,"Thriller, Drama",en,US,"capitalism, brokerage, wall street, downsizing, financial crisis, stock market, stock market crash, 21st century, investment",2012,-1.1539487327456446
2040,13000000,Other,Other,Other,Action,1024175,Attack the Block,R,13.05.2011 00:00,John Boyega,Joe Cornish,2011,0,-0.921217308,-90,FALSE,59678,tt1478964,Attack the Block,A teen gang in a grim South London housing estate must team up with the other residents to protect their neighbourhood from a terrifying alien invasion.,Inner City vs. Outer Space,Attack the Block,"Action, Comedy, Science Fiction",en,GB,"street gang, fireworks, chase, meteor, playground, arrest, cannabis, moped, car set on fire, car crash, alien, social satire, crime, race, naive children",2011,-0.7562174023662155
2041,17000000,Other,USA,Other,Drama,27865571,Beastly,PG-13,4.03.2011 00:00,Alex Pettyfer,Daniel Barnz,2011,1,0.639151235,60,FALSE,38117,tt1152398,Beastly,"A curse transforms a handsome and arrogant young man into everything he detests in this contemporary retelling of Beauty and the Beast. Wealthy Kyle Kingson has everything a teenager could want in life, but he still gets off on humiliating the weaker and less attractive. When Kyle invites his misfit classmate Kendra to an environmental rally at their school, she questions his motivations but reluctantly accepts. Later, Kyle blows Kendra off, prompting the spurned goth girl to cast a dark spell on the swaggering egotist.",Love is never ugly.,Beastly,"Drama, Fantasy, Romance",en,US,"based on novel, love, beautiful woman, curse, teenager, popularity, blind tutor, teenage romance, modern fairy tale, based on young adult novel",2011,-0.5887515790485611
2042,40000000,New Line Cinema,USA,Other,Horror,42587643,Final Destination 5,R,12.08.2011 00:00,Nicholas D'Agosto,Eric Heisserer,2011,1,0.064691075,10,FALSE,55779,tt1622979,Final Destination 5,"In this fifth installment, Death is just as omnipresent as ever, and is unleashed after one man’s premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Death’s sinister agenda.",We all share a common destination.,Final Destination 5,"Horror, Mystery","en, cn",US,"premonition, death by accident, crash, end is here, duringcreditsstinger, 3d",2011,0.3741769050279517
2043,4000000,Other,USA,Other,Action,1104682,Red State,R,30.09.2011 00:00,Michael Parks,Kevin Smith,2011,0,-0.7238295,-70,FALSE,48572,tt0873886,Red State,"Set in Middle America, a group of teens receive an online invitation for sex, though they soon encounter Christian fundamentalists with a much more sinister agenda.",Fear God.,Red State,"Horror, Action, Thriller",en,US,"christianity, homophobia, pastor, protest, christian, sign, gay interest, social commentary, religious fundamentalism, aftercreditsstinger, duringcreditsstinger",2011,-1.1330155048309378
2044,57000000,Columbia Pictures,USA,Other,Action,51774002,Ghost Rider: Spirit of Vengeance,PG-13,17.02.2012 00:00,Nicolas Cage,Scott M. Gimple,2011,0,-0.091684175,-10,FALSE,71676,tt1071875,Ghost Rider: Spirit of Vengeance,"When the devil resurfaces with aims to take over the world in human form, Johnny Blaze reluctantly comes out of hiding to transform into the flame-spewing supernatural hero Ghost Rider -- and rescue a 10-year-old boy from an unsavory end.",He Rides Again.,Ghost Rider: Spirit of Vengeance,"Action, Fantasy, Thriller",en,"AE, US","monk, eastern europe, skeleton, biker, marvel comic, superhero, motorcycle, devil, dark hero, ghost rider",2012,1.085906654127983
2045,38000000,Fox 2000 Pictures,USA,Other,Drama,58709717,Water for Elephants,PG-13,22.04.2011 00:00,Robert Pattinson,Richard LaGravenese,2011,1,0.544992553,50,FALSE,55787,tt1067583,Water for Elephants,"In this captivating Depression-era melodrama, impetuous veterinary student Jacob Jankowski joins a celebrated circus as an animal caretaker but faces a wrenching dilemma when he's transfixed by angelic married performer Marlena.",Life is the most spectacular show on earth.,Water for Elephants,"Drama, Romance","en, pl",US,"clown, elephant trainer, veterinary",2011,0.2904439933691245
2046,20000000,Other,USA,Other,Comedy,14008193,What's Your Number?,R,30.09.2011 00:00,Anna Faris,Gabrielle Allan,2011,0,-0.29959035,-30,FALSE,63492,tt0770703,What's Your Number?,"Ally Darling (Anna Faris) is realizing she's a little lost in life. Her latest romance has just fizzled out, and she's just been fired from her marketing job. Then she reads an eye-opening magazine article that warns that 96 percent of women who've been with 20 or more lovers are unlikely to find a husband. Determined to turn her life around and prove the article wrong, Ally embarks on a mission to find the perfect mate from among her numerous ex-boyfriends.",Ally's looking for the best ex of her life.,What's Your Number?,"Comedy, Romance",en,US,"based on novel, loser, magazine, womanizer, mission, search, boyfriend, husband, fired, past relationship",2011,-0.46315221156032027
2047,23000000,Other,USA,Other,Comedy,6923891,Take Me Home Tonight,R,4.03.2011 00:00,Topher Grace,Jackie Filgo,2011,0,-0.698961261,-70,FALSE,50725,tt0810922,Take Me Home Tonight,"Recent MIT grad Matt Franklin (Topher Grace) should be well on his way to a successful career at a Fortune 500 company, but instead, he rebels against maturity by taking a job at a video store. Matt rethinks his position when his unrequited high-school crush, Tori (Teresa Palmer), walks in and invites him to an end-of-summer party. With the help of his twin sister (Anna Faris) and his best friend (Dan Fogler), Matt hatches a plan to change the course of his life.",Best. Night. Ever.,Take Me Home Tonight,"Comedy, Drama, Romance",en,"US, DE","becoming an adult, lie, night, sister, job, party, friends, deception, best friend",2011,-0.33755284407207947
2048,75000000,Universal Pictures,USA,Other,Action,78046570,Tower Heist,PG-13,4.11.2011 00:00,Eddie Murphy,Adam Cooper,2011,1,0.040620933,0,FALSE,59108,tt0471042,Tower Heist,"A luxury condo manager leads a staff of workers to seek payback on the Wall Street swindler who defrauded them. With only days until the billionaire gets away with the perfect crime, the unlikely crew of amateur thieves enlists the help of petty crook Slide to steal the $20 million they’re sure is hidden in the penthouse.",Ordinary guys. An extraordinary robbery.,Tower Heist,"Action, Comedy",en,US,"skyscraper, thanksgiving, billionaire, parade, fbi agent, apartment, high rise, female agent, ponzi scheme, empty safe, caper comedy, planning, safecracker, recruiting, heist movie, deceit, lobby",2011,1.8395028590574276
2049,50000000,Summit Entertainment,USA,Other,Action,10706786,Drive Angry,R,25.02.2011 00:00,Nicolas Cage,Todd Farmer,2011,0,-0.78586428,-80,FALSE,47327,tt1502404,Drive Angry,"Milton is a hardened felon who has broken out of Hell, intent on finding the vicious cult who brutally murdered his daughter and kidnapped her baby. He joins forces with Piper, a sexy, tough-as-nails waitress with a 69 Charger, who's also seeking redemption of her own. Caught in a deadly race against time, Milton has three days to avoid capture, avenge his daughter's death, and save her baby before she's mercilessly sacrificed by the cult.",One hell of a ride.,Drive Angry,"Fantasy, Thriller, Action, Crime",en,US,"bone, car explosion, premarital sex, satanic cult, driver's license, finger gun, backhand slap, car jump, man punching a woman, magic trick",2011,0.7928414633220877
2050,55000000,Other,USA,Other,Drama,21283440,Dream House,PG-13,30.09.2011 00:00,Daniel Craig,David Loucka,2011,0,-0.613028364,-60,FALSE,69668,tt1462041,Dream House,"Publisher, Will Atenton quits a lucrative job in New York to relocate his wife, Libby and their daughters to a quaint town in New England. However, as they settle into their home the Atentons discover that a woman and her children were murdered there, and the surviving husband is the town's prime suspect. With help from a neighbor who was close to the murdered family, Will pieces together a horrifying chain of events.","Once upon a time, there were two little girls who lived in a house.",Dream House,"Drama, Thriller, Mystery",en,"CA, US","house fire, extension ladder, last day on job",2011,1.0021737424691557
2051,30000000,Universal Pictures,USA,Other,Comedy,35608245,Larry Crowne,PG-13,1.07.2011 00:00,Tom Hanks,Tom Hanks,2011,1,0.1869415,20,FALSE,59861,tt1583420,Larry Crowne,"After losing his job, a middle-aged man reinvents himself by going back to college.",Rediscover life and love,Larry Crowne,"Comedy, Romance, Drama",en,US,"classroom, college, teacher, diner, loss of job, economics, yard sale, cell phone, scooter, back to school",2011,-0.04448765326618429
2052,70000000,Other,Other,Other,Action,25124986,Killer Elite,R,23.09.2011 00:00,Jason Statham,Matt Sherring,2011,0,-0.641071629,-60,FALSE,49021,tt1448755,Killer Elite,"Based on a shocking true story, Killer Elite pits two of the world’s most elite operatives—Danny, an ex-special ops agent and Hunter, his longtime mentor—against the cunning leader of a secret military society. Covering the globe from Australia to Paris, London and the Middle East, Danny and Hunter are plunged into a highly dangerous game of cat and mouse—where the predators become the prey.",May the best man live.,Killer Elite,"Action, Adventure, Thriller",en,"AU, US",rescue,2011,1.6301705799103596
2053,6000000,Other,Other,Other,Comedy,5359774,The Guard,R,7.07.2011 00:00,Brendan Gleeson,John Michael McDonagh,2011,0,-0.106704333,-10,FALSE,67913,tt1540133,The Guard,"Two policemen must join forces to take on an international drug- smuggling gang - one, an unorthodox Irish policeman and the other, a straitlaced FBI agent. Sergeant Gerry Boyle is an eccentric small-town cop with a confrontational and crass personality and a subversive sense of humor. A longtime policeman in County Galway, Boyle is a maverick with his own moral code. He has seen enough of the world to know there isn't much to it and has had plenty of time to think about it. When a fellow police officer disappears and Boyle's small town becomes key to a large drug trafficking investigation, he is forced to at least feign interest when dealing with the humorless FBI agent Wendell Everett assigned to the case.",The FBI are about to discover that things work a little differently around here.,The Guard,"Action, Comedy, Thriller, Crime","ga, en",IE,"prostitute, blackmail, drug smuggle, rural setting, dry humour",2011,-1.0492825931721106
2054,40000000,Warner Bros.,USA,Other,Adventure,31847881,Extremely Loud & Incredibly Close,PG-13,20.01.2012 00:00,Thomas Horn,Eric Roth,2011,0,-0.203802975,-20,FALSE,64685,tt0477302,Extremely Loud & Incredibly Close,"A year after his father's death, Oskar, a troubled young boy, discovers a mysterious key he believes was left for him by his father and embarks on a scavenger hunt to find the matching lock.","This is not a story about September 11th, it's a story about every day after.",Extremely Loud & Incredibly Close,Drama,en,US,"based on novel, autism, key, scavenger hunt, death of father, young boy, new york city, tambourine, lock, grieving, post 9/11",2012,0.3741769050279517
2055,35000000,Other,USA,Other,Comedy,39046489,Something Borrowed,PG-13,6.05.2011 00:00,Ginnifer Goodwin,Jennie Snyder Urman,2011,1,0.115613971,10,FALSE,49022,tt0491152,Something Borrowed,"Though Rachel (Ginnifer Goodwin) is a successful attorney and a loyal, generous friend, she is still single. After one drink too many at her 30th-birthday celebration, Rachel unexpectedly falls into bed with her longtime crush, Dex -- who happens to be engaged to her best friend, Darcy (Kate Hudson). Ramifications of the liaison threaten to destroy the women's lifelong friendship, while Ethan (John Krasinski), Rachel's confidant, harbors a potentially explosive secret of his own.",It's a thin line between love and friendship.,Something Borrowed,"Comedy, Drama, Romance",en,US,"new york, alcohol, based on novel, secret, cheating, birthday, destroy, friends, crush, lawyer, best friend, wedding, pregnancy, relationship, celebration, roses, lying, flashback, engaged, loyal, liaison, confidant",2011,0.1648446258808837
2056,45000000,Other,USA,Other,Comedy,13100042,The Rum Diary,R,28.10.2011 00:00,Johnny Depp,Bruce Robinson,2011,0,-0.708887956,-70,FALSE,23514,tt0376136,The Rum Diary,"Tired of the noise and madness of New York and the crushing conventions of late Eisenhower-era America, itinerant journalist Paul Kemp travels to the pristine island of Puerto Rico to write for a local San Juan newspaper run by the downtrodden editor Lotterman. Adopting the rum-soaked lifestyle of the late ‘50s version of Hemingway’s “The Lost Generation,” Paul soon becomes entangled with a very attractive American woman, Chenaults and her fiancée Sanderson, a businessman involved in shady property development deals.  It is within this world that Kemp ultimately discovers his true voice as a writer and integrity as a man.",One part outrage. One part justice. Three parts rum. Mix well.,The Rum Diary,"Drama, Comedy","en, de, es",US,"alcohol, puerto rico, tv debate, fire breathing, vomiting, cockfight, rum, brochure, tongue, 1960s",2011,0.5835091841750197
