,budget,company,country,director,genre,gross,name,released,runtime,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,id,imdb_id,original_title,popularity,tagline,title,genres_edited,production_countries_edited,year_released
3243,28000000,Other,USA,Other,Action,30697999,3 Days to Kill,21.02.2014 00:00,117,75138,Adi Hasak,2014,1,0.096357107,10,192102,tt2172934,3 Days to Kill,17.861119,,3 Days to Kill,"Action, Drama, Thriller, Crime","FR, US",2014
3244,22000000,Other,USA,Other,Comedy,54240821,The Hundred-Foot Journey,8.08.2014 00:00,122,61319,Steven Knight,2014,1,1.465491864,150,228194,tt2980648,The Hundred-Foot Journey,14.466789,Life's greatest journey begins with the first step.,The Hundred-Foot Journey,Drama,"IN, US, AE",2014
3245,28000000,Other,USA,Other,Crime,26307600,A Walk Among the Tombstones,19.09.2014 00:00,114,95753,Lawrence Block,2014,0,-0.060442857,-10,169917,tt0365907,A Walk Among the Tombstones,14.914924,Some people are afraid of all the wrong things,A Walk Among the Tombstones,"Crime, Drama, Mystery, Thriller",US,2014
3246,5000000,Other,USA,Other,Drama,18754371,Still Alice,20.02.2015 00:00,101,101773,Richard Glatzer,2014,1,2.7508742,280,284293,tt3316960,Still Alice,8.823253,,Still Alice,Drama,US,2015
3247,70000000,Columbia Pictures,USA,Other,Drama,78031620,The Monuments Men,7.02.2014 00:00,118,109977,George Clooney,2014,1,0.114737429,10,152760,tt2177771,The Monuments Men,11.132411,It was the greatest art heist in history,The Monuments Men,"War, Drama, History, Action","DE, US",2014
3248,55000000,Other,Other,Other,Animation,76223578,Paddington,16.01.2015 00:00,95,56480,Paul King,2014,1,0.385883236,40,116149,tt1109624,Paddington,15.686837,The Adventure Begins,Paddington,"Family, Comedy",GB,2015
3249,5000000,Universal Pictures,Other,Other,Horror,50856010,Ouija,24.10.2014 00:00,89,39099,Juliet Snowden,2014,1,9.171202,919,242512,tt1204977,Ouija,13.288564,Keep telling yourself it's just a game,Ouija,Horror,"JP, US",2014
3250,65000000,Other,USA,Other,Action,19075290,"I, Frankenstein",24.01.2014 00:00,92,70705,Stuart Beattie,2014,0,-0.706534,-70,100241,tt1418377,"I, Frankenstein",9.415817,"In the battle between good and evil, an immortal holds the key","I, Frankenstein","Horror, Thriller","US, AU",2014
3251,20000000,Other,Other,Other,Biography,52076908,Selma,9.01.2015 00:00,128,69760,Paul Webb,2014,1,1.6038454,160,273895,tt1020072,Selma,7.107071,One dream can change the world.,Selma,"History, Drama","GB, US",2015
3252,16000000,Other,USA,Other,Drama,2428883,The Homesman,18.05.2014 00:00,122,24489,Tommy Lee Jones,2014,0,-0.848194813,-80,264656,tt2398231,The Homesman,7.375146,,The Homesman,"Western, Drama","FR, US",2014
3253,19000000,Other,USA,Other,Biography,2436062,Pawn Sacrifice,25.09.2015 00:00,115,29268,Steven Knight,2014,0,-0.871786211,-90,245698,tt1596345,Pawn Sacrifice,7.399209,On the board he fought the Cold War. In his mind he fought his madness.,Pawn Sacrifice,"Thriller, Drama",US,2015
3254,15000000,Other,Other,Other,Crime,17237244,A Most Wanted Man,1.08.2014 00:00,122,62647,Andrew Bovell,2014,1,0.1491496,10,157849,tt1972571,A Most Wanted Man,10.432407,,A Most Wanted Man,Thriller,"GB, US, DE",2014
3255,10000000,Other,USA,Other,Biography,12547189,Love & Mercy,19.06.2015 00:00,121,28639,Oren Moverman,2014,1,0.2547189,30,271714,tt0903657,Love & Mercy,10.444048,"The Life, Love and Genius of Brian Wilson",Love & Mercy,Drama,US,2015
3256,132000000,Other,USA,Other,Animation,83348920,Penguins of Madagascar,26.11.2014 00:00,92,66287,Michael Colton,2014,0,-0.368568788,-40,270946,tt1911658,Penguins of Madagascar,22.201607,The Movie Event That Will Blow Their Cover,Penguins of Madagascar,"Family, Animation, Adventure, Comedy",US,2014
3257,5000000,Other,USA,Other,Biography,2450846,Kill the Messenger,10.04.2015 00:00,112,36607,Peter Landesman,2014,0,-0.5098308,-50,245916,tt1216491,Kill the Messenger,13.524048,Can you keep a national secret?,Kill the Messenger,"Thriller, Crime, Drama, Mystery",US,2015
3258,25000000,Summit Entertainment,USA,Other,Drama,28831145,Draft Day,11.04.2014 00:00,110,43430,Scott Rothman,2014,1,0.1532458,20,200505,tt2223990,Draft Day,5.596449,The greatest victories don't always happen on the field.,Draft Day,Drama,US,2014
3259,100000,Other,USA,Other,Drama,511635,The One I Love,8.08.2014 00:00,91,27078,Justin Lader,2014,1,4.11635,409,242090,tt2756032,The One I Love,5.34697,,The One I Love,"Romance, Comedy, Drama",US,2014
3260,16000000,Paramount Pictures,USA,Other,Comedy,461162,"Men, Women & Children",17.10.2014 00:00,119,25383,Jason Reitman,2014,0,-0.971177375,-100,243684,tt3179568,"Men, Women & Children",6.785735,Discover how little you know about the people you know.,"Men, Women & Children","Drama, Comedy",US,2014
3261,10000000,Other,USA,Other,Comedy,7574066,While We're Young,17.04.2015 00:00,97,35437,Noah Baumbach,2014,0,-0.2425934,-20,252512,tt1791682,While We're Young,9.42755,Life Never Gets Old.,While We're Young,"Comedy, Drama, Mystery",US,2015
3262,2000000,Other,USA,Other,Drama,60755732,God's Not Dead,21.03.2014 00:00,100,34760,Hunter Dennis,2014,1,29.377866,2940,249660,tt2528814,God's Not Dead,6.097499,What do you believe?,God's Not Dead,Drama,US,2014
3263,45000000,Other,USA,Other,Drama,14904384,Step Up All In,8.08.2014 00:00,112,27883,Duane Adler,2014,0,-0.668791467,-70,243683,tt2626350,Step Up All In,8.588926,Every Step Has Led To This,Step Up All In,"Romance, Drama, Music",US,2014
3264,145000000,Other,USA,Other,Animation,111506430,Mr. Peabody & Sherman,7.03.2014 00:00,92,52421,Jay Ward,2014,0,-0.230990138,-20,82703,tt0864835,Mr. Peabody & Sherman,9.493838,He's Leaving His Mark On History,Mr. Peabody & Sherman,"Animation, Adventure, Family",US,2014
3265,6000000,Other,USA,Other,Crime,3319109,Veronica Mars,13.03.2014 00:00,107,44057,Rob Thomas,2014,0,-0.446815167,-40,177494,tt2771372,Veronica Mars,7.510159,She thought she was out,Veronica Mars,"Comedy, Drama, Crime",US,2014
3266,28000000,Walt Disney Pictures,USA,Other,Comedy,66954149,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",10.10.2014 00:00,81,33226,Rob Lieber,2014,1,1.391219607,140,218778,tt1698641,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",7.861004,One day can change everything.,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Family, Comedy",US,2014
3267,15000000,Other,USA,Other,Action,24984868,The November Man,27.08.2014 00:00,108,54875,Michael Finch,2014,1,0.665657867,70,254904,tt2402157,The November Man,13.310556,A spy is never out of the game.,The November Man,"Crime, Action, Thriller","GB, US",2014
3268,2000000,Other,USA,Other,Drama,43282,Lost River,10.04.2015 00:00,95,13654,Ryan Gosling,2014,0,-0.978359,-100,167810,tt2366608,Lost River,6.640704,Dive deep into the underwater town,Lost River,"Fantasy, Thriller",US,2015
3269,103000000,Other,USA,Other,Animation,131538435,Rio 2,11.04.2014 00:00,101,64550,Don Rhymer,2014,1,0.277072184,30,172385,tt2357291,Rio 2,8.18534,"He's villainous, she's venomous.",Rio 2,"Animation, Adventure, Comedy, Family",US,2014
3270,40000000,Other,USA,Clint Eastwood,Biography,47034272,Jersey Boys,20.06.2014 00:00,134,27637,Marshall Brickman,2014,1,0.1758568,20,209451,tt1742044,Jersey Boys,6.447072,,Jersey Boys,"Music, Drama",US,2014
3271,6000000,Other,USA,Other,Comedy,3588432,Wish I Was Here,25.07.2014 00:00,106,32275,Adam J. Braff,2014,0,-0.401928,-40,231576,tt2870708,Wish I Was Here,6.149295,Life is an occasion. Rise to it.,Wish I Was Here,"Drama, Comedy",US,2014
3272,20000000,Other,USA,Other,Comedy,84525432,Tammy,2.07.2014 00:00,97,40108,Melissa McCarthy,2014,1,3.2262716,320,226486,tt2103254,Tammy,7.359522,She hit the road. The road hit back.,Tammy,Comedy,US,2014
3273,500000,Other,USA,Other,Comedy,2783970,Saving Christmas,14.11.2014 00:00,79,13059,Darren Doane,2014,1,4.56794,459,295884,tt4009460,Saving Christmas,1.231644,Put The Christ Back in Christmas,Saving Christmas,"Comedy, Family",US,2014
3274,25000000,Other,USA,Other,Action,134938200,Ride Along,17.01.2014 00:00,99,84906,Greg Coolidge,2014,1,4.397528,440,168530,tt1408253,Ride Along,9.895752,Propose to this cop's sister? Rookie mistake.,Ride Along,"Action, Comedy",US,2014
3275,5000000,Other,USA,Other,Comedy,440338,Laggies,24.10.2014 00:00,99,34852,Andrea Seigel,2014,0,-0.9119324,-90,244264,tt2034031,Laggies,12.938085,Acting your age is so overrated.,Laggies,"Comedy, Romance",US,2014
3276,60000000,Other,USA,Other,Animation,50837305,The Boxtrolls,26.09.2014 00:00,96,46486,Irena Brignull,2014,0,-0.152711583,-20,170687,tt0787474,The Boxtrolls,11.563909,When troubles strikes friends stack together,The Boxtrolls,"Animation, Comedy, Family, Fantasy",US,2014
3277,2400000,Other,USA,Other,Comedy,80315,Life After Beth,15.07.2014 00:00,89,15603,Jeff Baena,2014,0,-0.966535417,-100,244566,tt2581244,Life After Beth,5.486893,Be Careful What You Wish For...,Life After Beth,"Romance, Comedy, Horror",US,2014
3278,7000000,Other,USA,Other,Drama,14618727,Beyond the Lights,14.11.2014 00:00,116,12718,Gina Prince-Bythewood,2014,1,1.088389571,110,241771,tt3125324,Beyond the Lights,6.293515,"Open your heart, find your voice.",Beyond the Lights,"Romance, Drama",US,2014
3279,12000000,Other,USA,Other,Comedy,25277561,Top Five,12.12.2014 00:00,102,23426,Chris Rock,2014,1,1.106463417,110,284296,tt2784678,Top Five,7.355355,,Top Five,"Drama, Comedy",US,2014
3280,25000000,Walt Disney Pictures,USA,Other,Biography,36447959,Million Dollar Arm,16.05.2014 00:00,124,38459,Tom McCarthy,2014,1,0.45791836,50,198185,tt1647668,Million Dollar Arm,9.453942,"Sometimes to win, sometimes you have to change the game",Million Dollar Arm,Drama,US,2014
3281,1000000,Other,USA,Other,Drama,9837,Camp X-Ray,17.10.2014 00:00,117,33542,Peter Sattler,2014,0,-0.990163,-100,244506,tt2994190,Camp X-Ray,11.153327,Connection takes courage,Camp X-Ray,Drama,US,2014
3282,18000000,Other,USA,Rob Reiner,Comedy,15155772,And So It Goes,25.07.2014 00:00,94,10327,Mark Andrus,2014,0,-0.158012667,-20,253235,tt2465146,And So It Goes,7.69684,,And So It Goes,"Comedy, Drama, Romance",US,2014
3283,8500000,Other,Other,Other,Action,1109199,The Rover,20.06.2014 00:00,103,36879,Joel Edgerton,2014,0,-0.869506,-90,157845,tt2345737,The Rover,6.561373,Fear the man with nothing left to lose.,The Rover,"Crime, Drama",AU,2014
3284,5000000,Other,USA,Other,Comedy,10429707,Moms' Night Out,9.05.2014 00:00,98,11445,Jon Erwin,2014,1,1.0859414,110,252680,tt3014666,Moms' Night Out,6.127302,What could go wrong?,Moms' Night Out,Comedy,US,2014
3285,24000000,Other,USA,Other,Comedy,65182182,Think Like a Man Too,20.06.2014 00:00,106,16706,Keith Merryman,2014,1,1.71592425,170,184098,tt2239832,Think Like a Man Too,7.576924,,Think Like a Man Too,"Comedy, Romance",US,2014
3286,12500000,Screen Gems,USA,Other,Comedy,48637684,About Last Night,14.02.2014 00:00,100,18519,Leslye Headland,2014,1,2.89101472,290,222899,tt1826590,About Last Night,9.543004,It's about compromise. It's about love. It's about a good wingman.,About Last Night,"Comedy, Romance",US,2014
3287,1000000,Other,Other,Other,Drama,32630,The Duke of Burgundy,23.01.2015 00:00,104,8925,Peter Strickland,2014,0,-0.96737,-100,250225,tt2570858,The Duke of Burgundy,6.509546,,The Duke of Burgundy,Drama,"HU, GB",2015
3288,5000000,Other,USA,Other,Biography,5565,Kid Cannabis,18.04.2014 00:00,110,8218,John Stockwell,2014,0,-0.998887,-100,212231,tt0780548,Kid Cannabis,4.718862,,Kid Cannabis,Drama,CA,2014
3289,15000000,Other,Other,Other,Drama,26496583,The Woman in Black 2: Angel of Death,2.01.2015 00:00,98,22255,Jon Croker,2014,1,0.766438867,80,288158,tt2339741,The Woman in Black 2: Angel of Death,6.942139,She Never Left,The Woman in Black 2: Angel of Death,"Thriller, Horror, Drama","GB, US, CA",2015
3290,5000000,Other,USA,Other,Comedy,37440,Rudderless,21.02.2015 00:00,105,14913,Casey Twenter,2014,0,-0.992512,-100,244403,tt1798243,Rudderless,10.964584,The way back begins with a single chord.,Rudderless,"Music, Drama, Comedy",US,2015
3291,50000000,Walt Disney Pictures,USA,Other,Adventure,51183113,Muppets Most Wanted,21.03.2014 00:00,107,26380,James Bobin,2014,1,0.02366226,0,145220,tt2281587,Muppets Most Wanted,7.244956,Taking the world by farce,Muppets Most Wanted,"Comedy, Adventure, Crime, Family",US,2014
3292,13000000,Other,USA,Other,Adventure,38916903,Earth to Echo,2.07.2014 00:00,91,16757,Henry Gayden,2014,1,1.993607923,200,238603,tt2183034,Earth to Echo,12.412221,No one will ever believe our story.,Earth to Echo,"Family, Adventure, Science Fiction",US,2014
3293,15000000,Other,USA,Other,Drama,30127963,When the Game Stands Tall,22.08.2014 00:00,115,13653,Scott Marshall Smith,2014,1,1.008530867,100,232679,tt2247476,When the Game Stands Tall,6.617708,"Its Not How Hard You Fall, Its How You Get Back Up",When the Game Stands Tall,Drama,US,2014
3294,4000000,Other,USA,Other,Horror,9134,13 Sins,11.04.2014 00:00,93,26332,David Birke,2014,0,-0.9977165,-100,155084,tt2059171,13 Sins,9.067788,You don't play the game. It plays you.,13 Sins,"Horror, Thriller",US,2014
3295,5000000,Other,Other,Other,Comedy,72273,Better Living Through Chemistry,14.03.2014 00:00,91,12284,Geoff Moore,2014,0,-0.9855454,-100,157099,tt1609479,Better Living Through Chemistry,7.392294,Happiness has no formula.,Better Living Through Chemistry,"Drama, Comedy","GB, US",2014
3296,4000000,Other,USA,Other,Comedy,17329486,A Haunted House 2,18.04.2014 00:00,86,16194,Marlon Wayans,2014,1,3.3323715,330,184345,tt2828996,A Haunted House 2,8.172603,It'll scare the #2 out of you.,A Haunted House 2,"Comedy, Horror",US,2014
3297,3000000,Other,USA,Other,Drama,585640,The Disappearance of Eleanor Rigby: Them,12.09.2014 00:00,123,9569,Ned Benson,2014,0,-0.804786667,-80,157829,tt3729920,The Disappearance of Eleanor Rigby: Them,6.266831,Two films. One love.,The Disappearance of Eleanor Rigby: Them,Drama,US,2014
3298,200000,Other,USA,Other,Horror,8496112,The Quiet Ones,25.04.2014 00:00,98,16654,Craig Rosenberg,2014,1,41.48056,4150,193612,tt2235779,The Quiet Ones,6.322844,A shocking experiment. An unspeakable evil.,The Quiet Ones,Horror,"GB, US",2014
3299,1000000,Other,USA,Other,Crime,104401,God's Pocket,8.08.2014 00:00,88,9072,Peter Dexter,2014,0,-0.895599,-90,244517,tt2920808,God's Pocket,4.18526,The only thing they can't forgive is not being from ... God's Pocket,God's Pocket,Drama,US,2014
3300,245000000,Other,USA,Other,Action,936662225,Star Wars: The Force Awakens,18.12.2015 00:00,136,687192,Lawrence Kasdan,2015,1,2.823111122,280,140607,tt2488496,Star Wars: The Force Awakens,31.626013,Every generation has a story.,Star Wars: The Force Awakens,"Action, Adventure, Science Fiction, Fantasy",US,2015
3301,150000000,Other,Other,Other,Action,153636354,Mad Max: Fury Road,15.05.2015 00:00,120,661575,George Miller,2015,1,0.02424236,0,76341,tt1392190,Mad Max: Fury Road,29.36178,What a Lovely Day.,Mad Max: Fury Road,"Action, Adventure, Science Fiction, Thriller","AU, US",2015
3302,44000000,Other,USA,Other,Crime,54117416,The Hateful Eight,30.12.2015 00:00,167,360020,Quentin Tarantino,2015,1,0.229941273,20,273248,tt3460252,The Hateful Eight,20.328822,No one comes up here without a damn good reason.,The Hateful Eight,"Crime, Drama, Mystery, Western",US,2015
3303,110000000,Other,USA,Other,Action,155190832,San Andreas,29.05.2015 00:00,114,167250,Carlton Cuse,2015,1,0.410825745,40,254128,tt2126355,San Andreas,20.547925,"A rescue pilot survived an earthquake, this is what happens next",San Andreas,"Action, Drama, Thriller","CA, US, AU",2015
3304,40000000,Other,USA,Other,Drama,166167230,Fifty Shades of Grey,13.02.2015 00:00,125,250086,Kelly Marcel,2015,1,3.15418075,320,216015,tt2322441,Fifty Shades of Grey,33.068431,Are you curious?,Fifty Shades of Grey,"Drama, Romance, Thriller",US,2015
3305,155000000,Paramount Pictures,USA,Other,Action,89760956,Terminator Genisys,1.07.2015 00:00,126,212532,Laeta Kalogridis,2015,0,-0.420897058,-40,87101,tt1340138,Terminator Genisys,30.188198,Reset the future,Terminator Genisys,"Science Fiction, Action, Thriller, Adventure",US,2015
3306,108000000,Twentieth Century Fox Film Corporation,Other,Ridley Scott,Adventure,228433663,The Martian,2.10.2015 00:00,144,579946,Drew Goddard,2015,1,1.115126509,110,286217,tt3659388,The Martian,25.62993,Bring Him Home,The Martian,"Drama, Adventure, Science Fiction",US,2015
3307,61000000,Other,USA,Other,Action,81670090,Maze Runner: The Scorch Trials,18.09.2015 00:00,131,166404,T.S. Nowlin,2015,1,0.338853934,30,294254,tt4046784,Maze Runner: The Scorch Trials,41.225769,The Maze Was Just the Beginning.,Maze Runner: The Scorch Trials,Action,US,2015
3308,245000000,Other,Other,Other,Action,200074175,Spectre,6.11.2015 00:00,148,318152,John Logan,2015,0,-0.183370714,-20,206647,tt2379713,Spectre,24.926577,A Plan No One Escapes,Spectre,"Action, Adventure, Crime","GB, US",2015
3309,150000000,Universal Pictures,USA,Other,Action,652270625,Jurassic World,12.06.2015 00:00,124,469200,Rick Jaffa,2015,1,3.348470833,330,135397,tt0369610,Jurassic World,32.790475,The park is open.,Jurassic World,"Action, Adventure, Science Fiction, Thriller",US,2015
3310,28000000,Other,USA,Other,Biography,70259870,The Big Short,23.12.2015 00:00,130,260244,Charles Randolph,2015,1,1.509281071,150,318846,tt1596363,The Big Short,13.143061,This is a true story.,The Big Short,"Comedy, Drama",US,2015
3311,65000000,Twentieth Century Fox Film Corporation,USA,Other,Action,110825712,Spy,5.06.2015 00:00,119,193925,Paul Feig,2015,1,0.705010954,70,238713,tt3079380,Spy,13.257467,One of the guys. One of the Spies.,Spy,"Action, Comedy, Crime",US,2015
3312,250000000,Other,USA,Other,Action,459005868,Avengers: Age of Ultron,1.05.2015 00:00,141,537832,Joss Whedon,2015,1,0.836023472,80,99861,tt2395427,Avengers: Age of Ultron,37.37942,A New Age Has Come.,Avengers: Age of Ultron,"Action, Adventure, Science Fiction",US,2015
3313,190000000,Walt Disney Pictures,USA,Other,Action,93436322,Tomorrowland,22.05.2015 00:00,130,147385,Damon Lindelof,2015,0,-0.508229884,-50,158852,tt1964418,Tomorrowland,22.296076,Imagine a world where nothing is impossible.,Tomorrowland,"Adventure, Family, Mystery, Science Fiction",US,2015
3314,75000000,Warner Bros.,USA,Other,Action,45445109,The Man from U.N.C.L.E.,14.08.2015 00:00,116,212440,Guy Ritchie,2015,0,-0.394065213,-40,203801,tt1638355,The Man from U.N.C.L.E.,14.656875,Saving the world never goes out of style.,The Man from U.N.C.L.E.,"Comedy, Action, Adventure",US,2015
3315,15000000,Other,Other,Other,Biography,12706393,The Danish Girl,22.01.2016 00:00,119,117432,David Ebershoff,2015,0,-0.152907133,-20,306819,tt0810819,The Danish Girl,11.245661,Find the courage to be yourself.,The Danish Girl,Drama,"DE, GB, US, BE, DK",2016
3316,176000000,Warner Bros.,USA,Other,Action,47387723,Jupiter Ascending,6.02.2015 00:00,127,153531,Lilly Wachowski,2015,0,-0.730751574,-70,76757,tt1617661,Jupiter Ascending,21.463465,Expand your universe.,Jupiter Ascending,"Science Fiction, Fantasy, Action, Adventure",US,2015
